Data;12 - Taxa de juros - CDI - % a.d.
03/05/2007;0,046150
04/05/2007;0,046185
07/05/2007;0,046256
08/05/2007;0,046221
09/05/2007;0,046221
10/05/2007;0,046256
11/05/2007;0,046221
14/05/2007;0,046256
15/05/2007;0,046221
16/05/2007;0,046185
17/05/2007;0,046256
18/05/2007;0,046221
21/05/2007;0,046221
22/05/2007;0,046221
23/05/2007;0,046221
24/05/2007;0,046185
25/05/2007;0,046256
28/05/2007;0,046291
29/05/2007;0,046327
30/05/2007;0,046291
31/05/2007;0,046362
01/06/2007;0,046362
04/06/2007;0,046362
05/06/2007;0,046397
06/06/2007;0,046327
08/06/2007;0,044556
11/06/2007;0,044556
12/06/2007;0,044521
13/06/2007;0,044521
14/06/2007;0,044485
15/06/2007;0,044485
18/06/2007;0,044521
19/06/2007;0,044521
20/06/2007;0,044485
21/06/2007;0,044485
22/06/2007;0,044485
25/06/2007;0,044485
26/06/2007;0,044485
27/06/2007;0,044485
28/06/2007;0,044521
29/06/2007;0,044592
02/07/2007;0,044556
03/07/2007;0,044521
04/07/2007;0,044521
05/07/2007;0,044521
06/07/2007;0,044556
09/07/2007;0,044592
10/07/2007;0,044521
11/07/2007;0,044556
12/07/2007;0,044521
13/07/2007;0,044485
16/07/2007;0,044485
17/07/2007;0,044485
18/07/2007;0,044556
19/07/2007;0,042671
20/07/2007;0,042742
23/07/2007;0,042778
24/07/2007;0,042814
25/07/2007;0,042778
26/07/2007;0,042742
27/07/2007;0,042778
30/07/2007;0,042778
31/07/2007;0,042742
01/08/2007;0,042778
02/08/2007;0,042814
03/08/2007;0,042849
06/08/2007;0,042849
07/08/2007;0,042778
08/08/2007;0,042742
09/08/2007;0,042707
10/08/2007;0,042742
13/08/2007;0,042707
14/08/2007;0,042742
15/08/2007;0,042707
16/08/2007;0,042707
17/08/2007;0,042742
20/08/2007;0,042742
21/08/2007;0,042707
22/08/2007;0,042707
23/08/2007;0,042671
24/08/2007;0,042742
27/08/2007;0,042707
28/08/2007;0,042707
29/08/2007;0,042707
30/08/2007;0,042707
31/08/2007;0,042921
03/09/2007;0,043027
04/09/2007;0,042814
05/09/2007;0,042742
06/09/2007;0,041922
10/09/2007;0,041922
11/09/2007;0,041886
12/09/2007;0,041850
13/09/2007;0,041814
14/09/2007;0,041850
17/09/2007;0,041814
18/09/2007;0,041850
19/09/2007;0,041779
20/09/2007;0,041743
21/09/2007;0,041743
24/09/2007;0,041707
25/09/2007;0,041707
26/09/2007;0,041743
27/09/2007;0,041779
28/09/2007;0,041850
01/10/2007;0,041850
02/10/2007;0,041850
03/10/2007;0,041814
04/10/2007;0,041814
05/10/2007;0,041814
08/10/2007;0,041814
09/10/2007;0,041814
10/10/2007;0,041814
11/10/2007;0,041814
15/10/2007;0,041850
16/10/2007;0,041850
17/10/2007;0,041743
18/10/2007;0,041779
19/10/2007;0,041814
22/10/2007;0,041850
23/10/2007;0,041814
24/10/2007;0,041850
25/10/2007;0,041850
26/10/2007;0,041814
29/10/2007;0,041850
30/10/2007;0,041814
31/10/2007;0,041743
01/11/2007;0,041779
05/11/2007;0,041814
06/11/2007;0,041814
07/11/2007;0,041814
08/11/2007;0,041779
09/11/2007;0,041779
12/11/2007;0,041814
13/11/2007;0,041886
14/11/2007;0,041814
16/11/2007;0,041779
19/11/2007;0,041886
20/11/2007;0,041886
21/11/2007;0,041886
22/11/2007;0,041850
23/11/2007;0,041779
26/11/2007;0,041814
27/11/2007;0,041886
28/11/2007;0,041814
29/11/2007;0,041779
30/11/2007;0,041850
03/12/2007;0,041886
04/12/2007;0,041886
05/12/2007;0,041922
06/12/2007;0,041850
07/12/2007;0,041779
10/12/2007;0,041814
11/12/2007;0,041743
12/12/2007;0,041743
13/12/2007;0,041707
14/12/2007;0,041707
17/12/2007;0,041707
18/12/2007;0,041743
19/12/2007;0,041779
20/12/2007;0,041743
21/12/2007;0,041886
24/12/2007;0,041886
26/12/2007;0,041814
27/12/2007;0,041814
28/12/2007;0,041850
31/12/2007;0,041850
02/01/2008;0,041743
03/01/2008;0,041743
04/01/2008;0,041564
07/01/2008;0,041707
08/01/2008;0,041743
09/01/2008;0,041779
10/01/2008;0,041814
11/01/2008;0,041743
14/01/2008;0,041743
15/01/2008;0,041707
16/01/2008;0,041707
17/01/2008;0,041672
18/01/2008;0,041672
21/01/2008;0,041707
22/01/2008;0,041707
23/01/2008;0,041707
24/01/2008;0,041743
25/01/2008;0,041743
28/01/2008;0,041743
29/01/2008;0,041707
30/01/2008;0,041743
31/01/2008;0,041779
01/02/2008;0,041743
06/02/2008;0,041779
07/02/2008;0,041743
08/02/2008;0,041707
11/02/2008;0,041743
12/02/2008;0,041743
13/02/2008;0,041707
14/02/2008;0,041672
15/02/2008;0,041636
18/02/2008;0,041672
19/02/2008;0,041636
20/02/2008;0,041636
21/02/2008;0,041600
22/02/2008;0,041636
25/02/2008;0,041636
26/02/2008;0,041672
27/02/2008;0,041672
28/02/2008;0,041707
29/02/2008;0,041707
03/03/2008;0,041779
04/03/2008;0,041743
05/03/2008;0,041707
06/03/2008;0,041707
07/03/2008;0,041743
10/03/2008;0,041743
11/03/2008;0,041779
12/03/2008;0,041707
13/03/2008;0,041707
14/03/2008;0,041779
17/03/2008;0,041743
18/03/2008;0,041743
19/03/2008;0,041779
20/03/2008;0,041814
24/03/2008;0,041779
25/03/2008;0,041779
26/03/2008;0,041743
27/03/2008;0,041743
28/03/2008;0,041743
31/03/2008;0,041957
01/04/2008;0,041922
02/04/2008;0,041779
03/04/2008;0,041957
04/04/2008;0,041886
07/04/2008;0,041957
08/04/2008;0,041814
09/04/2008;0,041779
10/04/2008;0,041814
11/04/2008;0,041814
14/04/2008;0,041814
15/04/2008;0,041850
16/04/2008;0,041850
17/04/2008;0,043633
18/04/2008;0,043633
22/04/2008;0,043597
23/04/2008;0,043490
24/04/2008;0,043490
25/04/2008;0,043526
28/04/2008;0,043490
29/04/2008;0,043455
30/04/2008;0,043455
02/05/2008;0,043490
05/05/2008;0,043419
06/05/2008;0,043419
07/05/2008;0,043384
08/05/2008;0,043384
09/05/2008;0,043419
12/05/2008;0,043419
13/05/2008;0,043419
14/05/2008;0,043348
15/05/2008;0,043348
16/05/2008;0,043348
19/05/2008;0,043312
20/05/2008;0,043384
21/05/2008;0,043384
23/05/2008;0,043348
26/05/2008;0,043384
27/05/2008;0,043384
28/05/2008;0,043348
29/05/2008;0,043312
30/05/2008;0,043384
02/06/2008;0,043419
03/06/2008;0,043348
04/06/2008;0,043312
05/06/2008;0,045088
06/06/2008;0,045088
09/06/2008;0,045124
10/06/2008;0,045194
11/06/2008;0,045230
12/06/2008;0,045265
13/06/2008;0,045230
16/06/2008;0,045230
17/06/2008;0,045265
18/06/2008;0,045194
19/06/2008;0,045194
20/06/2008;0,045194
23/06/2008;0,045301
24/06/2008;0,045265
25/06/2008;0,045265
26/06/2008;0,045230
27/06/2008;0,045230
30/06/2008;0,045301
01/07/2008;0,045619
02/07/2008;0,045442
03/07/2008;0,045336
04/07/2008;0,045407
07/07/2008;0,045372
08/07/2008;0,045442
09/07/2008;0,045478
10/07/2008;0,045407
11/07/2008;0,045372
14/07/2008;0,045301
15/07/2008;0,045265
16/07/2008;0,045336
17/07/2008;0,045301
18/07/2008;0,045301
21/07/2008;0,045336
22/07/2008;0,045265
23/07/2008;0,045230
24/07/2008;0,047948
25/07/2008;0,047948
28/07/2008;0,047913
29/07/2008;0,047913
30/07/2008;0,047948
31/07/2008;0,047983
01/08/2008;0,048089
04/08/2008;0,048019
05/08/2008;0,048054
06/08/2008;0,048054
07/08/2008;0,048054
08/08/2008;0,048019
11/08/2008;0,047948
12/08/2008;0,047948
13/08/2008;0,047983
14/08/2008;0,047983
15/08/2008;0,047983
18/08/2008;0,048089
19/08/2008;0,048054
20/08/2008;0,048019
21/08/2008;0,048019
22/08/2008;0,047948
25/08/2008;0,047983
26/08/2008;0,047948
27/08/2008;0,047948
28/08/2008;0,047948
29/08/2008;0,047878
01/09/2008;0,047948
02/09/2008;0,047913
03/09/2008;0,048054
04/09/2008;0,047948
05/09/2008;0,047843
08/09/2008;0,048124
09/09/2008;0,048019
10/09/2008;0,048089
11/09/2008;0,050718
12/09/2008;0,050578
15/09/2008;0,050578
16/09/2008;0,050613
17/09/2008;0,050543
18/09/2008;0,050543
19/09/2008;0,050788
22/09/2008;0,050893
23/09/2008;0,050683
24/09/2008;0,050578
25/09/2008;0,050613
26/09/2008;0,050613
29/09/2008;0,050543
30/09/2008;0,050578
01/10/2008;0,050543
02/10/2008;0,050648
03/10/2008;0,050788
06/10/2008;0,051137
07/10/2008;0,050963
08/10/2008;0,050858
09/10/2008;0,050788
10/10/2008;0,050823
13/10/2008;0,050998
14/10/2008;0,050753
15/10/2008;0,050893
16/10/2008;0,050823
17/10/2008;0,050753
20/10/2008;0,050858
21/10/2008;0,050683
22/10/2008;0,050439
23/10/2008;0,050613
24/10/2008;0,050718
27/10/2008;0,050718
28/10/2008;0,050753
29/10/2008;0,050683
30/10/2008;0,050508
31/10/2008;0,050578
03/11/2008;0,050543
04/11/2008;0,050474
05/11/2008;0,050474
06/11/2008;0,050264
07/11/2008;0,050229
10/11/2008;0,050264
11/11/2008;0,050124
12/11/2008;0,049914
13/11/2008;0,049353
14/11/2008;0,049388
17/11/2008;0,049493
18/11/2008;0,049388
19/11/2008;0,048230
20/11/2008;0,048054
21/11/2008;0,048792
24/11/2008;0,049073
25/11/2008;0,049002
26/11/2008;0,049037
27/11/2008;0,049283
28/11/2008;0,049774
01/12/2008;0,050159
02/12/2008;0,050194
03/12/2008;0,050124
04/12/2008;0,050159
05/12/2008;0,050124
08/12/2008;0,050124
09/12/2008;0,050159
10/12/2008;0,050124
11/12/2008;0,050124
12/12/2008;0,050089
15/12/2008;0,050124
16/12/2008;0,050124
17/12/2008;0,050194
18/12/2008;0,050264
19/12/2008;0,050124
22/12/2008;0,050299
23/12/2008;0,050159
24/12/2008;0,050334
26/12/2008;0,050299
29/12/2008;0,050578
30/12/2008;0,050648
31/12/2008;0,050683
02/01/2009;0,050683
05/01/2009;0,050578
06/01/2009;0,050613
07/01/2009;0,050648
08/01/2009;0,050613
09/01/2009;0,050648
12/01/2009;0,050613
13/01/2009;0,050613
14/01/2009;0,050613
15/01/2009;0,050683
16/01/2009;0,050648
19/01/2009;0,049844
20/01/2009;0,050089
21/01/2009;0,050648
22/01/2009;0,047138
23/01/2009;0,047138
26/01/2009;0,047173
27/01/2009;0,047173
28/01/2009;0,047173
29/01/2009;0,047173
30/01/2009;0,047138
02/02/2009;0,047209
03/02/2009;0,047173
04/02/2009;0,047209
05/02/2009;0,047209
06/02/2009;0,047209
09/02/2009;0,047173
10/02/2009;0,047209
11/02/2009;0,047173
12/02/2009;0,047209
13/02/2009;0,047173
16/02/2009;0,047209
17/02/2009;0,047173
18/02/2009;0,047173
19/02/2009;0,047173
20/02/2009;0,047173
25/02/2009;0,047173
26/02/2009;0,047173
27/02/2009;0,047103
02/03/2009;0,047138
03/03/2009;0,047173
04/03/2009;0,047173
05/03/2009;0,047173
06/03/2009;0,047173
09/03/2009;0,047173
10/03/2009;0,047173
11/03/2009;0,047103
12/03/2009;0,041850
13/03/2009;0,041850
16/03/2009;0,041600
17/03/2009;0,041493
18/03/2009;0,041814
19/03/2009;0,041886
20/03/2009;0,041886
23/03/2009;0,041886
24/03/2009;0,041850
25/03/2009;0,041850
26/03/2009;0,041850
27/03/2009;0,041779
30/03/2009;0,041529
31/03/2009;0,041707
01/04/2009;0,041886
02/04/2009;0,041886
03/04/2009;0,041886
06/04/2009;0,041886
07/04/2009;0,041886
08/04/2009;0,041886
09/04/2009;0,041886
13/04/2009;0,041529
14/04/2009;0,041493
15/04/2009;0,041886
16/04/2009;0,041886
17/04/2009;0,041636
20/04/2009;0,041672
22/04/2009;0,041850
23/04/2009;0,041886
24/04/2009;0,041886
27/04/2009;0,041886
28/04/2009;0,041850
29/04/2009;0,041386
30/04/2009;0,038261
04/05/2009;0,038298
05/05/2009;0,038298
06/05/2009;0,038298
07/05/2009;0,038298
08/05/2009;0,038261
11/05/2009;0,038261
12/05/2009;0,038261
13/05/2009;0,038261
14/05/2009;0,038261
15/05/2009;0,038298
18/05/2009;0,038298
19/05/2009;0,038298
20/05/2009;0,038298
21/05/2009;0,037901
22/05/2009;0,037793
25/05/2009;0,037756
26/05/2009;0,038261
27/05/2009;0,038261
28/05/2009;0,038189
29/05/2009;0,037865
01/06/2009;0,037829
02/06/2009;0,038189
03/06/2009;0,038009
04/06/2009;0,038153
05/06/2009;0,038189
08/06/2009;0,037865
09/06/2009;0,037468
10/06/2009;0,037612
12/06/2009;0,034604
15/06/2009;0,034240
16/06/2009;0,034167
17/06/2009;0,034167
18/06/2009;0,034203
19/06/2009;0,034240
22/06/2009;0,034131
23/06/2009;0,034131
24/06/2009;0,034094
25/06/2009;0,034167
26/06/2009;0,034640
29/06/2009;0,034604
30/06/2009;0,034058
01/07/2009;0,034495
02/07/2009;0,034567
03/07/2009;0,034604
06/07/2009;0,034640
07/07/2009;0,034640
08/07/2009;0,034276
09/07/2009;0,034240
10/07/2009;0,034677
13/07/2009;0,034640
14/07/2009;0,034203
15/07/2009;0,034058
16/07/2009;0,034677
17/07/2009;0,034677
20/07/2009;0,034677
21/07/2009;0,034640
22/07/2009;0,034203
23/07/2009;0,032817
24/07/2009;0,032817
27/07/2009;0,032817
28/07/2009;0,032415
29/07/2009;0,032817
30/07/2009;0,032780
31/07/2009;0,032780
03/08/2009;0,032854
04/08/2009;0,032780
05/08/2009;0,032780
06/08/2009;0,032817
07/08/2009;0,032817
10/08/2009;0,032817
11/08/2009;0,032817
12/08/2009;0,032817
13/08/2009;0,032817
14/08/2009;0,032817
17/08/2009;0,032817
18/08/2009;0,032817
19/08/2009;0,032854
20/08/2009;0,032854
21/08/2009;0,032817
24/08/2009;0,032817
25/08/2009;0,032817
26/08/2009;0,032817
27/08/2009;0,032817
28/08/2009;0,032817
31/08/2009;0,032817
01/09/2009;0,032817
02/09/2009;0,032817
03/09/2009;0,032817
04/09/2009;0,032817
08/09/2009;0,032817
09/09/2009;0,032854
10/09/2009;0,032854
11/09/2009;0,032854
14/09/2009;0,032854
15/09/2009;0,032817
16/09/2009;0,032854
17/09/2009;0,032817
18/09/2009;0,032854
21/09/2009;0,032817
22/09/2009;0,032854
23/09/2009;0,032854
24/09/2009;0,032817
25/09/2009;0,032817
28/09/2009;0,032817
29/09/2009;0,032707
30/09/2009;0,032744
01/10/2009;0,032817
02/10/2009;0,032817
05/10/2009;0,032817
06/10/2009;0,032817
07/10/2009;0,032817
08/10/2009;0,032780
09/10/2009;0,032780
13/10/2009;0,032780
14/10/2009;0,032780
15/10/2009;0,032780
16/10/2009;0,032817
19/10/2009;0,032817
20/10/2009;0,032817
21/10/2009;0,032817
22/10/2009;0,032817
23/10/2009;0,032817
26/10/2009;0,032817
27/10/2009;0,032817
28/10/2009;0,032780
29/10/2009;0,032817
30/10/2009;0,032817
03/11/2009;0,032854
04/11/2009;0,032854
05/11/2009;0,032854
06/11/2009;0,032854
09/11/2009;0,032854
10/11/2009;0,032854
11/11/2009;0,032890
12/11/2009;0,032854
13/11/2009;0,032854
16/11/2009;0,032854
17/11/2009;0,032817
18/11/2009;0,032817
19/11/2009;0,032817
20/11/2009;0,032854
23/11/2009;0,032780
24/11/2009;0,032890
25/11/2009;0,032927
26/11/2009;0,032927
27/11/2009;0,032744
30/11/2009;0,032817
01/12/2009;0,032744
02/12/2009;0,032854
03/12/2009;0,032854
04/12/2009;0,032817
07/12/2009;0,032598
08/12/2009;0,032780
09/12/2009;0,032854
10/12/2009;0,032817
11/12/2009;0,032817
14/12/2009;0,032817
15/12/2009;0,032854
16/12/2009;0,032854
17/12/2009;0,032854
18/12/2009;0,032854
21/12/2009;0,032890
22/12/2009;0,032817
23/12/2009;0,032780
24/12/2009;0,032780
28/12/2009;0,032817
29/12/2009;0,032817
30/12/2009;0,032561
31/12/2009;0,032561
04/01/2010;0,032780
05/01/2010;0,032780
06/01/2010;0,032780
07/01/2010;0,032817
08/01/2010;0,032817
11/01/2010;0,032817
12/01/2010;0,032817
13/01/2010;0,032817
14/01/2010;0,032817
15/01/2010;0,032780
18/01/2010;0,032780
19/01/2010;0,032780
20/01/2010;0,032817
21/01/2010;0,032817
22/01/2010;0,032817
25/01/2010;0,032817
26/01/2010;0,032817
27/01/2010;0,032817
28/01/2010;0,032817
29/01/2010;0,032854
01/02/2010;0,032854
02/02/2010;0,032817
03/02/2010;0,032780
04/02/2010;0,032817
05/02/2010;0,032817
08/02/2010;0,032817
09/02/2010;0,032817
10/02/2010;0,032817
11/02/2010;0,032817
12/02/2010;0,032817
17/02/2010;0,032817
18/02/2010;0,032854
19/02/2010;0,032854
22/02/2010;0,032854
23/02/2010;0,032854
24/02/2010;0,032817
25/02/2010;0,032817
26/02/2010;0,032817
01/03/2010;0,032780
02/03/2010;0,032817
03/03/2010;0,032817
04/03/2010;0,032780
05/03/2010;0,032780
08/03/2010;0,032854
09/03/2010;0,032854
10/03/2010;0,032854
11/03/2010;0,032817
12/03/2010;0,032780
15/03/2010;0,032817
16/03/2010;0,032780
17/03/2010;0,032817
18/03/2010;0,032780
19/03/2010;0,032817
22/03/2010;0,032817
23/03/2010;0,032817
24/03/2010;0,032817
25/03/2010;0,032780
26/03/2010;0,032744
29/03/2010;0,032598
30/03/2010;0,032707
31/03/2010;0,032780
01/04/2010;0,032671
05/04/2010;0,032780
06/04/2010;0,032817
07/04/2010;0,032854
08/04/2010;0,032817
09/04/2010;0,032817
12/04/2010;0,032854
13/04/2010;0,032817
14/04/2010;0,032780
15/04/2010;0,032817
16/04/2010;0,032854
19/04/2010;0,032854
20/04/2010;0,032854
22/04/2010;0,032817
23/04/2010;0,032817
26/04/2010;0,032817
27/04/2010;0,032854
28/04/2010;0,032817
29/04/2010;0,035585
30/04/2010;0,035585
03/05/2010;0,035694
04/05/2010;0,035694
05/05/2010;0,035694
06/05/2010;0,035621
07/05/2010;0,035621
10/05/2010;0,035585
11/05/2010;0,035549
12/05/2010;0,035585
13/05/2010;0,035585
14/05/2010;0,035585
17/05/2010;0,035585
18/05/2010;0,035549
19/05/2010;0,035549
20/05/2010;0,035549
21/05/2010;0,035549
24/05/2010;0,035585
25/05/2010;0,035585
26/05/2010;0,035585
27/05/2010;0,035549
28/05/2010;0,035585
31/05/2010;0,035549
01/06/2010;0,035657
02/06/2010;0,035657
04/06/2010;0,035621
07/06/2010;0,035657
08/06/2010;0,035621
09/06/2010;0,035585
10/06/2010;0,038261
11/06/2010;0,038117
14/06/2010;0,038225
15/06/2010;0,038298
16/06/2010;0,038261
17/06/2010;0,038261
18/06/2010;0,038298
21/06/2010;0,038298
22/06/2010;0,038298
23/06/2010;0,038298
24/06/2010;0,038298
25/06/2010;0,038298
28/06/2010;0,038298
29/06/2010;0,038298
30/06/2010;0,038261
01/07/2010;0,038334
02/07/2010;0,038334
05/07/2010;0,038334
06/07/2010;0,038334
07/07/2010;0,038334
08/07/2010;0,038334
09/07/2010;0,038334
12/07/2010;0,038334
13/07/2010;0,038334
14/07/2010;0,038298
15/07/2010;0,038334
16/07/2010;0,038334
19/07/2010;0,038298
20/07/2010;0,038334
21/07/2010;0,038334
22/07/2010;0,040132
23/07/2010;0,040132
26/07/2010;0,040132
27/07/2010;0,040096
28/07/2010;0,040096
29/07/2010;0,040096
30/07/2010;0,040096
02/08/2010;0,040168
03/08/2010;0,040132
04/08/2010;0,040132
05/08/2010;0,040132
06/08/2010;0,040132
09/08/2010;0,040132
10/08/2010;0,040132
11/08/2010;0,040132
12/08/2010;0,040132
13/08/2010;0,040132
16/08/2010;0,040132
17/08/2010;0,040132
18/08/2010;0,040096
19/08/2010;0,040096
20/08/2010;0,040096
23/08/2010;0,040096
24/08/2010;0,040096
25/08/2010;0,040132
26/08/2010;0,040096
27/08/2010;0,040132
30/08/2010;0,040024
31/08/2010;0,040096
01/09/2010;0,040096
02/09/2010;0,040096
03/09/2010;0,040060
06/09/2010;0,040024
08/09/2010;0,040060
09/09/2010;0,040132
10/09/2010;0,040096
13/09/2010;0,040060
14/09/2010;0,040060
15/09/2010;0,039916
16/09/2010;0,039988
17/09/2010;0,040060
20/09/2010;0,040060
21/09/2010;0,040060
22/09/2010;0,040060
23/09/2010;0,040096
24/09/2010;0,040096
27/09/2010;0,040096
28/09/2010;0,040060
29/09/2010;0,039988
30/09/2010;0,040024
01/10/2010;0,040132
04/10/2010;0,040132
05/10/2010;0,040132
06/10/2010;0,040132
07/10/2010;0,040132
08/10/2010;0,040132
11/10/2010;0,040132
13/10/2010;0,040132
14/10/2010;0,040096
15/10/2010;0,040132
18/10/2010;0,040132
19/10/2010;0,040132
20/10/2010;0,040132
21/10/2010;0,040132
22/10/2010;0,040132
25/10/2010;0,040132
26/10/2010;0,040132
27/10/2010;0,040132
28/10/2010;0,040132
29/10/2010;0,040132
01/11/2010;0,040132
03/11/2010;0,040132
04/11/2010;0,040132
05/11/2010;0,040132
08/11/2010;0,040132
09/11/2010;0,040132
10/11/2010;0,040096
11/11/2010;0,040096
12/11/2010;0,040132
16/11/2010;0,040132
17/11/2010;0,040132
18/11/2010;0,040132
19/11/2010;0,040132
22/11/2010;0,040132
23/11/2010;0,040132
24/11/2010;0,040132
25/11/2010;0,040132
26/11/2010;0,040132
29/11/2010;0,040132
30/11/2010;0,040132
01/12/2010;0,040132
02/12/2010;0,040132
03/12/2010;0,040132
06/12/2010;0,040132
07/12/2010;0,040132
08/12/2010;0,040132
09/12/2010;0,040132
10/12/2010;0,040168
13/12/2010;0,040132
14/12/2010;0,040132
15/12/2010;0,040132
16/12/2010;0,040132
17/12/2010;0,040132
20/12/2010;0,040132
21/12/2010;0,040132
22/12/2010;0,040132
23/12/2010;0,040132
24/12/2010;0,040132
27/12/2010;0,040132
28/12/2010;0,040132
29/12/2010;0,040132
30/12/2010;0,040132
31/12/2010;0,040132
03/01/2011;0,040132
04/01/2011;0,040132
05/01/2011;0,040132
06/01/2011;0,040132
07/01/2011;0,040132
10/01/2011;0,040132
11/01/2011;0,040132
12/01/2011;0,040132
13/01/2011;0,040132
14/01/2011;0,040132
17/01/2011;0,040132
18/01/2011;0,040132
19/01/2011;0,040132
20/01/2011;0,041922
21/01/2011;0,041922
24/01/2011;0,041922
25/01/2011;0,041922
26/01/2011;0,041922
27/01/2011;0,041922
28/01/2011;0,041922
31/01/2011;0,041922
01/02/2011;0,041922
02/02/2011;0,041922
03/02/2011;0,041922
04/02/2011;0,041922
07/02/2011;0,041922
08/02/2011;0,041922
09/02/2011;0,041922
10/02/2011;0,041957
11/02/2011;0,041922
14/02/2011;0,041957
15/02/2011;0,041957
16/02/2011;0,041957
17/02/2011;0,041957
18/02/2011;0,041993
21/02/2011;0,041993
22/02/2011;0,041993
23/02/2011;0,041993
24/02/2011;0,041993
25/02/2011;0,041993
28/02/2011;0,041957
01/03/2011;0,041993
02/03/2011;0,041993
03/03/2011;0,043704
04/03/2011;0,043704
09/03/2011;0,043704
10/03/2011;0,043704
11/03/2011;0,043704
14/03/2011;0,043704
15/03/2011;0,043739
16/03/2011;0,043739
17/03/2011;0,043704
18/03/2011;0,043739
21/03/2011;0,043704
22/03/2011;0,043704
23/03/2011;0,043739
24/03/2011;0,043739
25/03/2011;0,043739
28/03/2011;0,043775
29/03/2011;0,043775
30/03/2011;0,043775
31/03/2011;0,043775
01/04/2011;0,043810
04/04/2011;0,043775
05/04/2011;0,043739
06/04/2011;0,043704
07/04/2011;0,043739
08/04/2011;0,043704
11/04/2011;0,043704
12/04/2011;0,043668
13/04/2011;0,043739
14/04/2011;0,043775
15/04/2011;0,043775
18/04/2011;0,043881
19/04/2011;0,043775
20/04/2011;0,043704
25/04/2011;0,044556
26/04/2011;0,044592
27/04/2011;0,044592
28/04/2011;0,044592
29/04/2011;0,044663
02/05/2011;0,044627
03/05/2011;0,044627
04/05/2011;0,044627
05/05/2011;0,044627
06/05/2011;0,044627
09/05/2011;0,044592
10/05/2011;0,044592
11/05/2011;0,044556
12/05/2011;0,044521
13/05/2011;0,044521
16/05/2011;0,044485
17/05/2011;0,044556
18/05/2011;0,044556
19/05/2011;0,044556
20/05/2011;0,044627
23/05/2011;0,044627
24/05/2011;0,044592
25/05/2011;0,044592
26/05/2011;0,044556
27/05/2011;0,044592
30/05/2011;0,044556
31/05/2011;0,044450
01/06/2011;0,044663
02/06/2011;0,044592
03/06/2011;0,044592
06/06/2011;0,044663
07/06/2011;0,044592
08/06/2011;0,044556
09/06/2011;0,045230
10/06/2011;0,045301
13/06/2011;0,045230
14/06/2011;0,045194
15/06/2011;0,045442
16/06/2011;0,045442
17/06/2011;0,045442
20/06/2011;0,045407
21/06/2011;0,045478
22/06/2011;0,045442
24/06/2011;0,045407
27/06/2011;0,045407
28/06/2011;0,045372
29/06/2011;0,045407
30/06/2011;0,045513
01/07/2011;0,045513
04/07/2011;0,045513
05/07/2011;0,045549
06/07/2011;0,045513
07/07/2011;0,045513
08/07/2011;0,045513
11/07/2011;0,045513
12/07/2011;0,045513
13/07/2011;0,045549
14/07/2011;0,045549
15/07/2011;0,045549
18/07/2011;0,045549
19/07/2011;0,045513
20/07/2011;0,045513
21/07/2011;0,046397
22/07/2011;0,046397
25/07/2011;0,046432
26/07/2011;0,046397
27/07/2011;0,046397
28/07/2011;0,046397
29/07/2011;0,046397
01/08/2011;0,046432
02/08/2011;0,046397
03/08/2011;0,046397
04/08/2011;0,046397
05/08/2011;0,046397
08/08/2011;0,046397
09/08/2011;0,046397
10/08/2011;0,046397
11/08/2011;0,046397
12/08/2011;0,046397
15/08/2011;0,046397
16/08/2011;0,046397
17/08/2011;0,046397
18/08/2011;0,046362
19/08/2011;0,046397
22/08/2011;0,046362
23/08/2011;0,046397
24/08/2011;0,046397
25/08/2011;0,046362
26/08/2011;0,046362
29/08/2011;0,046362
30/08/2011;0,046362
31/08/2011;0,046362
01/09/2011;0,044556
02/09/2011;0,044556
05/09/2011;0,044556
06/09/2011;0,044556
08/09/2011;0,044556
09/09/2011;0,044556
12/09/2011;0,044556
13/09/2011;0,044556
14/09/2011;0,044556
15/09/2011;0,044556
16/09/2011;0,044556
19/09/2011;0,044521
20/09/2011;0,044521
21/09/2011;0,044556
22/09/2011;0,044556
23/09/2011;0,044556
26/09/2011;0,044556
27/09/2011;0,044556
28/09/2011;0,044556
29/09/2011;0,044556
30/09/2011;0,044556
03/10/2011;0,044592
04/10/2011;0,044556
05/10/2011;0,044556
06/10/2011;0,044556
07/10/2011;0,044556
10/10/2011;0,044556
11/10/2011;0,044556
13/10/2011;0,044521
14/10/2011;0,044521
17/10/2011;0,044521
18/10/2011;0,044521
19/10/2011;0,044556
20/10/2011;0,042814
21/10/2011;0,042814
24/10/2011;0,042814
25/10/2011;0,042814
26/10/2011;0,042814
27/10/2011;0,042814
28/10/2011;0,042814
31/10/2011;0,042814
01/11/2011;0,042814
03/11/2011;0,042849
04/11/2011;0,042814
07/11/2011;0,042921
08/11/2011;0,042814
09/11/2011;0,042778
10/11/2011;0,042742
11/11/2011;0,042742
14/11/2011;0,042671
16/11/2011;0,042707
17/11/2011;0,042707
18/11/2011;0,042742
21/11/2011;0,042778
22/11/2011;0,042778
23/11/2011;0,042778
24/11/2011;0,042778
25/11/2011;0,042707
28/11/2011;0,042671
29/11/2011;0,042635
30/11/2011;0,042707
01/12/2011;0,040956
02/12/2011;0,040992
05/12/2011;0,041028
06/12/2011;0,040992
07/12/2011;0,040956
08/12/2011;0,040884
09/12/2011;0,040813
12/12/2011;0,040777
13/12/2011;0,040813
14/12/2011;0,040920
15/12/2011;0,040956
16/12/2011;0,040992
19/12/2011;0,041028
