Ativo,cod_Ativo_guess,cod_Ativo_guess_norm,Fundo
ANET12,ANET12,ANET12,BORDEAUX INFRA
ANET12,ANET12,ANET12,MANACA INFRA FIRF
ANET12,ANET12,ANET12,TOPAZIO INFRA
ALGAB1,ALGAB1,ALGAB1,BH FIRF INFRA
ALGA28,ALGA28,ALGA28,BH FIRF INFRA
ALGAB1,ALGAB1,ALGAB1,BORDEAUX INFRA
ALGAB1,ALGAB1,ALGAB1,MANACA INFRA FIRF
ALGAB1,ALGAB1,ALGAB1,TOPAZIO INFRA
RIS424,RIS424,RIS424,BH FIRF INFRA
RIS422,RIS422,RIS422,BH FIRF INFRA
GSTS24,GSTS24,GSTS24,BH FIRF INFRA
GSTS14,GSTS14,GSTS14,BORDEAUX INFRA
GSTS14,GSTS14,GSTS14,MANACA INFRA FIRF
GSTS14,GSTS14,GSTS14,TOPAZIO INFRA
AGSF13,AGSF13,AGSF13,HORIZONTE
AGSF13,AGSF13,AGSF13,REAL FIM
TIET19,TIET19,TIET19,BH FIRF INFRA
AESOA1,AESOA1,AESOA1,BH FIRF INFRA
TIET29,TIET29,TIET29,BH FIRF INFRA
AESOA1,AESOA1,AESOA1,BORDEAUX INFRA
TIET29,TIET29,TIET29,BORDEAUX INFRA
TIET19,TIET19,TIET19,HORIZONTE
AESOA1,AESOA1,AESOA1,MANACA INFRA FIRF
TIET29,TIET29,TIET29,MANACA INFRA FIRF
TIET19,TIET19,TIET19,REAL FIM
AESOA1,AESOA1,AESOA1,TOPAZIO INFRA
TIET29,TIET29,TIET29,TOPAZIO INFRA
AERI12,AERI12,AERI12,BH FIRF INFRA
AERI12,AERI12,AERI12,BORDEAUX INFRA
AERI12,AERI12,AERI12,FIRF GERAES
AERI12,AERI12,AERI12,FIRF GERAES 30
AERI12,AERI12,AERI12,REAL FIM
AERI12,AERI12,AERI12,TOPAZIO INFRA
AEGPA0,AEGPA0,AEGPA0,BH FIRF INFRA
AEGPA0,AEGPA0,AEGPA0,BORDEAUX INFRA
AEGP19,AEGP19,AEGP19,FIRF GERAES
AEGP19,AEGP19,AEGP19,FIRF GERAES 30
AEGP19,AEGP19,AEGP19,REAL FIM
RRRP14,RRRP14,RRRP14,BH FIRF INFRA
RRRP14,RRRP14,RRRP14,FIRF GERAES
RRRP14,RRRP14,RRRP14,FIRF GERAES 30
RRRP14,RRRP14,RRRP14,REAL FIM
CRI VIC Engenharia,CRIVICENGENHARIA,CRIVICENGENHARIA,BH FIRF INFRA
CRI VIC Engenharia,CRIVICENGENHARIA,CRIVICENGENHARIA,HORIZONTE
CRI VIC Engenharia,CRIVICENGENHARIA,CRIVICENGENHARIA,JERA2026
CRI VIC Engenharia,CRIVICENGENHARIA,CRIVICENGENHARIA,MANACA INFRA FIRF
CRI Vic Engenharia 1ª Emissão,,,BH FIRF INFRA
CRI PERNAMBUCO 35ª (23J1753853),,,BH FIRF INFRA
CRI Vic Engenharia 1ª Emissão,,,BORDEAUX INFRA
CRI Vic Engenharia 1ª Emissão,,,HORIZONTE
CRI PERNAMBUCO 35ª (23J1753853),,,HORIZONTE
CRI PERNAMBUCO 35ª (23J1753853),,,JERA2026
CRI Vic Engenharia 1ª Emissão,,,REAL FIM
CRI PERNAMBUCO 35ª (23J1753853),,,REAL FIM
CRI Bem Brasil,CRIBEMBRASIL,CRIBEMBRASIL,BH FIRF INFRA
CRI Bem Brasil,CRIBEMBRASIL,CRIBEMBRASIL,JERA2026
CRI Bem Brasil,CRIBEMBRASIL,CRIBEMBRASIL,REAL FIM
CRA Ferroeste 2ª Série,CRAFERROESTE2ASERIE,CRAFERROESTE2ASERIE,BH FIRF INFRA
CRA Ferroeste 2ª Série,CRAFERROESTE2ASERIE,CRAFERROESTE2ASERIE,FIRF GERAES
CRA Ferroeste 2ª Série,CRAFERROESTE2ASERIE,CRAFERROESTE2ASERIE,FIRF GERAES 30
CRA Ferroeste 2ª Série,CRAFERROESTE2ASERIE,CRAFERROESTE2ASERIE,HORIZONTE
CRA Ferroeste 2ª Série,CRAFERROESTE2ASERIE,CRAFERROESTE2ASERIE,JERA2026
CRA Ferroeste 2ª Série,CRAFERROESTE2ASERIE,CRAFERROESTE2ASERIE,REAL FIM
USG98239AB55,USG98239AB55,USG98239AB55,GLOBAL BONDS
VAMOBZ00001,VAMOBZ00001,VAMOBZ00001,GLOBAL BONDS
VAMOBZ00001,VAMOBZ00001,VAMOBZ00001,HORIZONTE
CORURI27,CORURI27,CORURI27,HORIZONTE
Unigel nota dinheiro novo,,,GLOBAL BONDS
Unigel nota reestruturada,,,GLOBAL BONDS
Unigel nota participativa,,,GLOBAL BONDS
Unigel nota dinheiro novo,,,HORIZONTE
Unigel nota reestruturada,,,HORIZONTE
Unigel nota participativa,,,HORIZONTE
TUPY31,TUPY31,TUPY31,GLOBAL BONDS
SIMHBZ31,SIMHBZ31,SIMHBZ31,GLOBAL BONDS
NATURA29,NATURA29,NATURA29,HORIZONTE
USL65266AC91,USL65266AC91,USL65266AC91,GLOBAL BONDS
MOVIBZ00001,MOVIBZ00001,MOVIBZ00001,HORIZONTE
USP8T88JAA61,USP8T88JAA61,USP8T88JAA61,GLOBAL BONDS
USG588,USG588,USG588,HORIZONTE
IOCMXW28,IOCMXW28,IOCMXW28,GLOBAL BONDS
ECOPET43,ECOPET43,ECOPET43,GLOBAL BONDS
CSANBZ PERP,CSANBZPERP,CSANBZPERP,GLOBAL BONDS
CSANBZ PERP,CSANBZPERP,CSANBZPERP,HORIZONTE
BANORT 7 ⅝ PERP,BANORT758PERP,BANORT758PERP,GLOBAL BONDS
BCOLO27,BCOLO27,BCOLO27,GLOBAL BONDS
100000,100000,100000,AF DEB INCENTIVADAS
760199,760199,760199,ALFA HORIZON FIA
760199,760199,760199,BBRASIL FIM CP RESP
760199,760199,760199,BH FIRF INFRA
950199,950199,950199,BORDEAUX FIM
760199,760199,760199,BORDEAUX INFRA
100000,100000,100000,FIA MINAS
100000,100000,100000,FIRF GERAES
760199,760199,760199,FIRF GERAES 30
100000,100000,100000,HORIZONTE
760199,760199,760199,MANACA INFRA FIRF
760199,760199,760199,MINAS DIVIDENDOS
760199,760199,760199,MINAS O.N.E. FIA
950199,950199,950199,ROMEU FC FIM CP IE
100000,100000,100000,TOPAZIO INFRA
CDB3253PPYA,CDB3253PPYA,CDB3253PPYA,BH FIRF INFRA
CDB3253PPYA,CDB3253PPYA,CDB3253PPYA,FIRF GERAES
CDB1256KW68,CDB1256KW68,CDB1256KW68,FIRF GERAES
CDB1256KW6A,CDB1256KW6A,CDB1256KW6A,FIRF GERAES 30
CDB3253PPYA,CDB3253PPYA,CDB3253PPYA,FIRF GERAES 30
CDB3253PPYA,CDB3253PPYA,CDB3253PPYA,JERA2026
CDB1256KW65,CDB1256KW65,CDB1256KW65,MANACA INFRA FIRF
CDB3253PPYA,CDB3253PPYA,CDB3253PPYA,MANACA INFRA FIRF
CDB1256KW67,CDB1256KW67,CDB1256KW67,REAL FIM
CDB3253PPYA,CDB3253PPYA,CDB3253PPYA,REAL FIM
CDB725A9XNR,CDB725A9XN,CDB725A9XN,BMG SEG
CDB725A9XNR,CDB725A9XN,CDB725A9XN,FIRF GERAES
CDB725A9XNR,CDB725A9XN,CDB725A9XN,FIRF GERAES 30
CDB725A9XNR,CDB725A9XN,CDB725A9XN,REAL FIM
CDB7254AIF6,CDB7254AIF6,CDB7254AIF6,FIRF GERAES
CDB7254AIF6,CDB7254AIF6,CDB7254AIF6,FIRF GERAES 30
CDB7254AIF6,CDB7254AIF6,CDB7254AIF6,HORIZONTE
CDB7254AIF6,CDB7254AIF6,CDB7254AIF6,REAL FIM
CDB9258SUWD,CDB9258SUWD,CDB9258SUWD,FIRF GERAES
CDB9258SUWD,CDB9258SUWD,CDB9258SUWD,FIRF GERAES 30
CDB424EERW3,CDB424EERW,CDB424EERW,BBRASIL FIM CP RESP
CDB925CDN0L,CDB925CDN0,CDB925CDN0,BBRASIL FIM CP RESP
CDB725BEF4D,CDB725BEF4,CDB725BEF4,BMG SEG
CDB725BEF4B,CDB725BEF4,CDB725BEF4,FIRF GERAES
CDB725BEF4E,CDB725BEF4,CDB725BEF4,FIRF GERAES 30
CDB725BEF4C,CDB725BEF4,CDB725BEF4,HORIZONTE
CDB725BEF4A,CDB725BEF4,CDB725BEF4,REAL FIM
CDB7257QUDI,CDB7257QUDI,CDB7257QUDI,BMG SEG
CDB7257QUDG,CDB7257QUDG,CDB7257QUDG,FIRF GERAES
CDB7257QUDH,CDB7257QUDH,CDB7257QUDH,FIRF GERAES 30
CDB7257QUDF,CDB7257QUDF,CDB7257QUDF,REAL FIM
CDB3239C4TL,CDB3239C4TL,CDB3239C4TL,BBRASIL FIM CP RESP
CDB3251WXH0,CDB3251WXH0,CDB3251WXH0,BH FIRF INFRA
CDB3251WXH0,CDB3251WXH0,CDB3251WXH0,FIRF GERAES
CDB3251WXH0,CDB3251WXH0,CDB3251WXH0,FIRF GERAES 30
CDB3251WXH0,CDB3251WXH0,CDB3251WXH0,TOPAZIO INFRA
CAIXA,,,AF DEB INCENTIVADAS
CAIXA,,,AF INVEST GERAES PREV
CAIXA,,,ALFA HORIZON FIA
CAIXA,,,BBRASIL FIM CP RESP
CAIXA,,,BH FIRF INFRA
CAIXA,,,BMG SEG
CAIXA,,,BORDEAUX FIM
CAIXA,,,BORDEAUX INFRA
CAIXA,,,FIA MINAS
CAIXA,,,FIRF GERAES
CAIXA,,,FIRF GERAES 30
CAIXA,,,GLOBAL BONDS
CAIXA,,,HORIZONTE
CAIXA,,,JERA2026
CAIXA,,,MANACA INFRA FIRF
CAIXA,,,MINAS DIVIDENDOS
CAIXA,,,MINAS O.N.E. FIA
CAIXA,,,REAL FIM
CAIXA,,,ROMEU FC FIM CP IE
CAIXA,,,TOPAZIO INFRA
YDUQ3,,,ALFA HORIZON FIA
YDUQ3,,,FIA MINAS
VTRU3,,,ALFA HORIZON FIA
VTRU3,,,FIA MINAS
VAMO3,,,ALFA HORIZON FIA
SUZB3,,,ALFA HORIZON FIA
SUZB3,,,FIA MINAS
SIMH3,,,FIA MINAS
SIMH3,,,MINAS O.N.E. FIA
PRIO3,,,ALFA HORIZON FIA
PETR4,,,MINAS DIVIDENDOS
MOVI3,,,ALFA HORIZON FIA
MOVI3,,,FIA MINAS
MOVI3,,,MINAS O.N.E. FIA
MELK3,,,FIA MINAS
MELK3,,,MINAS DIVIDENDOS
AMER3,,,BORDEAUX FIM
AMER3,,,GLOBAL BONDS
AMER3,,,HORIZONTE
AMER3,,,REAL FIM
LOGG3,,,ALFA HORIZON FIA
LOGG3,,,FIA MINAS
LOGG3,,,MINAS DIVIDENDOS
KLBN11,KLBN11,KLBN11,ALFA HORIZON FIA
KLBN11,KLBN11,KLBN11,MINAS DIVIDENDOS
ITSA4,,,ALFA HORIZON FIA
ITSA4,,,MINAS DIVIDENDOS
LQD US,,,HORIZONTE
GOLD11,GOLD11,GOLD11,HORIZONTE
GOLD11,GOLD11,GOLD11,JERA2026
GOLD11,GOLD11,GOLD11,REAL FIM
BMEF11,BMEF11,BMEF11,GLOBAL BONDS
BBAS3,,,MINAS DIVIDENDOS
ABCB4,,,ALFA HORIZON FIA
ABCB4,,,MINAS DIVIDENDOS
ANIM3,,,ALFA HORIZON FIA
ANIM3,,,FIA MINAS
AMER11,AMER11,AMER11,BORDEAUX FIM
AMER11,AMER11,AMER11,GLOBAL BONDS
AMER11,AMER11,AMER11,HORIZONTE
AMER11,AMER11,AMER11,REAL FIM
ALOS3,,,MINAS DIVIDENDOS
TIP US,,,GLOBAL BONDS
TLT US,,,GLOBAL BONDS
US8605701189,US8605701189,US8605701189,GLOBAL BONDS
TIP US,,,HORIZONTE
US8605701189,US8605701189,US8605701189,HORIZONTE
